happy,sad,anger,surprise,disgust,fear,ASR,label,fname
0.0,0.0,0.0,0.0,0.0,0.0, there's some good parts,none,80866_39.7110_40.9590.wav
0.33333334,0.6666667,0.0,0.0,0.0,0.0, jack with life as a mustache,sad,80866_40.9590_42.8450.wav
0.0,0.33333334,0.0,0.0,0.0,0.0, i didn't watch until i bought it,low-intensity-sad,80866_58.1755_60.1670.wav
0.0,0.0,0.0,0.0,0.0,0.0, he works in a monastery,none,80866_13.0380_16.1360.wav
0.0,0.6666667,0.33333334,0.33333334,0.33333334,0.0, the coffee least you want a little warm,sad,80866_34.1640_36.4300.wav
0.0,0.0,0.0,0.0,0.0,0.0, i give it to hundred five stars,none,80914_39.9220_41.3680.wav
0.0,0.0,0.0,0.0,0.33333334,0.0, therefore is pretty funny rest of the casket,low-intensity-disgust,80914_46.6850_49.9940.wav
0.0,0.0,1.0,0.0,0.0,0.0, point break is one of his worst,anger,81406_14.6145_17.4475.wav
0.0,0.0,0.0,0.0,0.0,0.0, so you can find out any blockbuster,none,81538_10.3190_13.4915.wav
1.0,0.0,0.0,0.0,0.0,0.0, hi,happy,81615_0.0000_1.6470.wav
0.0,0.6666667,0.0,0.0,0.0,0.0, and yet review day to day,sad,81668_0.3610_3.8040.wav
0.0,0.0,0.0,0.0,0.0,0.0, and call fifteen panels,none,81668_3.8040_5.9290.wav
1.6666666,0.0,0.0,0.0,0.0,0.0, if the movie multiple times i was first,happy,83859_47.7128_49.5686.wav
0.33333334,0.0,1.0,0.0,0.0,0.0, watch of britain the river kwai are th,anger,83859_53.5146_55.5151.wav
0.6666667,0.0,0.0,0.0,0.0,0.0, after the movie was released in theaters and a gal,happy,83859_65.8616_68.7750.wav
0.0,0.0,0.0,0.33333334,0.0,0.0, well they go back to l a,low-intensity-surprise,83859_75.2852_76.5922.wav
1.3333334,0.0,0.0,0.0,0.0,0.0, after seeing locations pocket,happy,83859_76.5922_78.3931.wav
1.0,0.0,0.0,0.0,0.0,0.0, at the script how was developed how became heat and the,happy,83859_78.3931_82.0149.wav
2.0,0.0,0.0,0.0,0.0,0.0, the great film if you have not,happy,83859_102.2389_103.5559.wav
2.0,0.0,0.0,0.0,0.0,0.0, seen as i highly recommend this a lot,happy,83859_103.5559_105.8058.wav
1.6666666,0.0,0.0,0.0,0.0,0.0, remember dane cook talking about this,happy,83859_110.4203_112.9945.wav
2.0,0.0,0.0,0.0,0.0,0.0, great movie this,happy,83859_115.5487_117.2559.wav
1.3333334,0.0,0.0,0.0,0.0,0.0, sizemore jon voight ashley judd natalie portman dentist,happy,83859_34.3133_37.9600.wav
1.3333334,0.0,0.0,0.0,0.0,0.0, everything in this movie is great,happy,8404_43.5635_45.0050.wav
2.3333333,0.0,0.0,0.0,0.0,0.0, i enjoyed every bit of it,happy,8404_26.7120_28.4175.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, it has lots of action sequences and,low-intensity-happy,8404_32.8980_35.0975.wav
1.3333334,0.0,0.0,0.0,0.0,0.0, i mean a ton of really cool people are in here,happy,84133_64.2250_67.0205.wav
0.0,1.6666666,0.0,0.0,0.33333334,0.0, it's sad,sad,84133_85.6180_86.9160.wav
1.6666666,0.0,0.0,0.33333334,0.0,0.0, and i like i like colin farrell,happy,84133_93.5150_95.0715.wav
1.6666666,0.0,0.0,0.0,1.0,0.0, okay i'm not saying this out of hatred or to be stylish,happy-disgust,84133_27.6600_32.1145.wav
0.0,1.6666666,0.0,0.0,0.0,0.0, hi my name is not linen today i would be reviewed for you the movie can hardly wait,sad,87161_0.3310_5.9200.wav
0.0,1.6666666,0.0,0.0,0.0,0.0, so it's a very boring movie i would just ready to run out of five,sad,87161_75.5810_79.2570.wav
0.0,1.3333334,0.0,0.0,0.33333334,0.0, now the movie on the whole is very aggravated i mean are they were very very boring box and the whole movie,sad,87161_60.2655_67.2645.wav
2.0,0.0,0.0,0.0,0.0,0.0, it's amazing,happy,87400_74.1590_75.4620.wav
0.0,0.0,0.0,0.0,0.6666667,0.0, it was just it was just week and it was not something that i really liked that much,disgust,87400_82.8740_89.7900.wav
0.6666667,0.0,0.0,0.0,0.6666667,0.0, i just wouldn't recommend,happy-disgust,87400_26.2825_27.8190.wav
0.0,0.0,0.0,0.33333334,0.33333334,0.0, i but none of them are just for good in this movie,low-intensity-disgust-surprise,87400_33.1320_35.9855.wav
0.0,0.0,0.33333334,0.0,0.33333334,0.0, i mean they're they're good actors it's just a boring movie,low-intensity-anger-disgust,87400_35.9855_39.1435.wav
1.6666666,0.0,0.0,0.0,0.0,0.0, i just saw that and a fantastic movie,happy,87400_64.1670_66.2120.wav
0.0,0.0,0.0,0.0,0.33333334,0.0, overall this movie wasn't very good,low-intensity-disgust,88119_58.4095_60.6750.wav
1.6666666,0.0,0.0,0.0,0.0,0.0, it lacked action,happy,88119_60.6750_62.0410.wav
0.0,0.6666667,0.33333334,0.33333334,0.6666667,0.0, but it's supposed to be a comedy and it really wasn't all that funny,sad-disgust,88245_33.6350_38.9750.wav
0.0,0.33333334,0.6666667,0.0,0.6666667,0.0, i'm not really anything for you,anger-disgust,88797_61.8720_63.7390.wav
0.0,1.0,0.6666667,0.0,0.6666667,0.0, i don't think it's possible,sad-anger-disgust,88797_64.1850_66.0275.wav
0.0,0.0,0.0,0.0,0.6666667,0.0, josh lucas jessica biel and jamie foxx,disgust,88797_14.2550_17.1385.wav
1.0,0.0,0.0,0.0,0.33333334,0.0, i have put without a better word good,happy,88797_23.4340_25.1855.wav
0.6666667,0.6666667,0.0,0.0,1.0,0.0, i mean just look at the cover,happy-sad-disgust,88888_47.7240_49.0010.wav
0.33333334,0.33333334,0.0,0.6666667,0.0,0.0, that's how extreme this is,surprise,88888_50.6060_52.3630.wav
0.0,0.6666667,0.0,0.0,0.0,0.33333334, advice any investments er strategies mentioned here may not be suitable for everyone,sad,88S1BjwMfdw_102.6280_106.8810.wav
0.33333334,0.0,1.0,0.33333334,0.0,0.0, experimental that's also try and stop them,anger,89787_64.4610_66.4814.wav
0.0,0.6666667,0.0,0.0,0.0,0.0, yada yada yada you know it's not that complicated story line honestly,sad,89787_66.4814_70.2839.wav
0.0,0.0,0.0,0.0,0.0,0.0, know look at taking the hot from the comics to the movie,none,89787_78.8782_82.7195.wav
0.0,1.3333334,0.6666667,0.0,0.0,0.0, i don't have a lot in here,sad-anger,89787_88.4914_90.1488.wav
0.0,0.33333334,0.0,0.0,0.33333334,0.0, but this one just was badly paste,low-intensity-sad-disgust,89787_23.9880_27.8104.wav
1.0,0.0,0.0,0.0,0.0,0.0, but the dvd itself you know of your family movie is pretty complete,happy,89951_68.1325_71.9890.wav
0.0,0.0,0.0,0.0,0.0,0.0, an interview with the vampire,none,89951_61.7325_64.2080.wav
0.0,0.0,0.0,0.0,0.0,0.0, this will be very important for those of you that draw income on a monthly basis or quarterly basis off of your portfolio,none,8Cp8c-eQELQ_157.7885_165.6270.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, it is an honor to be a candidate for president elect of the american psychological association,low-intensity-happy,8EHEEXex5D8_3.6930_9.4220.wav
1.6666666,0.0,0.0,0.0,0.0,0.0, i think about my life all the time after the,happy,8F1mj-XT6KA_45.0190_47.1960.wav
1.0,0.0,0.0,0.0,0.0,0.0, thanks for watching the video guys hope you found it useful,happy,8Lmqsakmw3M_134.8760_137.1705.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, if you liked it and you want to see more videos like it you can subscribe to a youtube channel,low-intensity-happy,8Lmqsakmw3M_137.1705_141.2765.wav
1.0,0.0,0.0,0.0,0.0,0.0, and i called the mediator and thanked her and i told all my friends call,happy,8P0zm2oYDyY_41.9820_47.0970.wav
1.0,0.33333334,0.0,0.0,0.0,0.33333334, everyone as you know this week we're taking another step forward in the essay writing process this,happy,8X5tGQLBqPo_0.8590_6.1700.wav
2.6666667,0.0,0.0,0.0,0.0,0.0, i i was able to help my husband purchase our very first home so my three kids went from having a strip of grass,happy,8YsIvz4qnk4_6.5170_12.6250.wav
1.0,0.0,0.0,0.0,0.0,0.0, not that much of the movie is it's a pretty common,happy,8qCNtqjygW8_4.8120_6.9180.wav
2.0,0.0,0.0,0.0,0.0,0.0, so that's just a tiny sampling of some of the terrible science we see in movies,happy,8qCNtqjygW8_48.0230_51.5950.wav
2.6666667,0.0,0.0,0.0,0.0,0.0, but that doesn't mean you shouldn't watch them,happy,8qCNtqjygW8_51.5950_53.5010.wav
2.3333333,0.0,0.0,0.0,0.0,0.0, just don't believe everything you see things,happy,8qCNtqjygW8_55.0820_56.9940.wav
1.0,0.0,0.0,0.0,0.0,0.0, interested coated it this way to get everything you need to know in ninety seconds and nine o'clock including use of strong american retail ficus,happy,8u5aet7s9_w_3.0160_10.0795.wav
0.33333334,0.6666667,0.0,0.0,0.0,0.0, the goal process unchanged today in the price of oil lost some of the yesterday's gains,sad,8u5aet7s9_w_102.6790_107.4435.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, feel free to come in we can take care of your tax preparation,low-intensity-happy,8wdxczYf1jI_40.7390_44.7720.wav
0.0,0.0,0.0,0.0,0.0,0.6666667, i would say to the sort of the legacy players get in the game because it's years thing,fear,8x81fzwcJko_26.6370_32.8390.wav
0.0,0.6666667,0.0,0.0,0.0,0.0, it also allows for charges to be pressed against those who disrupt religious services because of their intolerance,sad,9-EO2oCAGA4_50.9415_58.1255.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, this is the friday this has been the friday roundup,low-intensity-happy,9-K1CXCXui4_173.5780_176.3830.wav
0.0,0.6666667,0.0,0.0,1.3333334,0.0, otherwise it's it's pretty forgettable are just the,sad-disgust,90172_119.8750_122.2160.wav
1.0,0.0,0.0,0.0,0.0,0.0, the wicker man,happy,91276_11.7555_13.2325.wav
0.33333334,0.33333334,0.0,0.0,0.0,0.0, the scenes are really well done,low-intensity-happy-sad,91276_71.1300_73.4005.wav
0.0,0.0,0.0,0.0,0.0,0.0, hey it's more comical them serious,none,91276_34.4730_37.1530.wav
0.0,0.0,0.0,0.0,0.33333334,0.0, it doesn't work,low-intensity-disgust,91276_48.7965_50.0000.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, that it's about ninety minutes line,low-intensity-happy,92221_72.6470_75.0520.wav
0.0,0.0,0.0,0.0,0.0,0.0, it's not very long,none,92221_75.0520_76.2490.wav
0.6666667,0.0,0.0,0.0,0.33333334,0.0, so i would not recommend it,happy,92221_87.5435_89.1750.wav
0.33333334,0.0,0.0,0.0,0.33333334,0.0, so he has to go on animals,low-intensity-happy-disgust,92221_42.3160_43.7030.wav
0.6666667,0.0,0.0,0.33333334,0.0,0.0, the skill fast thirty seven and recording in once again,happy,92331_0.7910_4.4725.wav
0.33333334,0.0,0.6666667,0.0,0.33333334,0.0, want to look away but you can,anger,92331_49.6900_51.2905.wav
0.33333334,0.6666667,0.6666667,0.0,0.0,0.0, that's how bad this movie is,sad-anger,92331_51.2905_53.4910.wav
1.0,0.0,0.0,0.6666667,0.0,0.0, i love zombies,happy-surprise,92331_59.6270_60.8495.wav
0.0,0.6666667,0.0,0.0,1.3333334,0.0, if i could give us i was,sad-disgust,92331_82.5900_84.5055.wav
0.0,1.0,0.0,0.0,0.33333334,0.0, is probably closer to zero the guess arounds up,sad,92533_57.8910_63.1800.wav
0.0,1.6666666,0.0,0.0,0.6666667,0.0, i could give it a a wind out of five,sad-disgust,92533_53.3415_57.8910.wav
0.0,0.0,0.0,0.0,0.0,0.0, this draft was the trump card,none,92tWNUhG9DY_36.1305_39.0940.wav
1.3333334,0.0,0.0,0.33333334,1.0,0.0, i'm here to give you a video view of a terrible movie,happy-disgust,93821_1.2500_4.7530.wav
0.33333334,0.33333334,0.0,0.0,0.33333334,0.0, it honestly some of the action isn't as great as it could be,low-intensity-happy-sad-disgust,93821_72.7060_75.4760.wav
1.3333334,0.0,0.0,0.33333334,0.0,0.0, it looks really weird,happy,93821_52.5830_54.1510.wav
2.0,0.0,0.0,0.0,0.0,0.0, hi,happy,93839_1.0490_1.9880.wav
0.33333334,0.6666667,0.6666667,0.0,1.3333334,0.0, this is kind of a waste of money,sad-anger-disgust,93839_71.1005_73.0080.wav
1.0,0.0,0.0,0.0,0.6666667,0.0, it's a fun time served the british didn't really pull it off that will,happy-disgust,93839_52.8775_56.1945.wav
0.0,0.33333334,0.33333334,0.0,1.3333334,0.0, this movie a very bad i'm doing it to out of five stars,disgust,94215_2.6815_5.9790.wav
0.0,0.0,0.0,0.0,0.6666667,0.0, and it's just not very funny,disgust,94215_29.5540_33.1770.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, and it's called final fantasy seven,low-intensity-happy,94983_61.8815_64.7860.wav
0.0,0.33333334,0.0,0.0,0.6666667,0.0, the t v d however,disgust,94983_25.8735_27.7845.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, salem suggest that if you do think of any brought on the winging at can get that then,low-intensity-happy,94ULum9MYX0_0.0125_4.8415.wav
0.0,0.0,0.0,0.0,0.0,0.0, did how can i do like a booming,none,94ULum9MYX0_7.1163_8.4832.wav
0.0,0.33333334,0.0,0.0,0.0,0.0, in battle,low-intensity-sad,94ULum9MYX0_5.4900_6.6973.wav
0.0,1.6666666,0.33333334,0.0,0.33333334,0.0, libya innocent the humor in characters are young children,sad,96099_3.6540_8.5140.wav
1.0,0.33333334,0.33333334,0.0,0.0,0.0, about your the,happy,96179_48.2675_49.8095.wav
1.0,0.0,0.0,0.0,0.0,0.0, the okeechobee,happy,96179_49.8095_51.3670.wav
0.0,0.6666667,0.0,0.0,0.0,0.0, i didn't enjoy it,sad,96194_75.4855_77.3280.wav
0.0,0.33333334,0.0,1.3333334,0.33333334,0.0, i'm not quite sure why this is in my video collection,surprise,96350_0.4200_4.6070.wav
0.0,0.6666667,0.0,0.0,0.33333334,0.0, zero to five,sad,96350_77.7555_79.2630.wav
0.0,0.33333334,0.0,0.0,0.33333334,0.0, the,low-intensity-sad-disgust,9K5mYSaoBL4_183.3231_186.5358.wav
2.3333333,0.0,0.0,0.0,0.0,0.0, to be a confident investor you need to understand investment risk,happy,9VZ4cpoTFbo_4.5810_9.2665.wav
1.6666666,0.0,0.0,0.0,0.0,0.0, i encourage you to try out the investment risk to and test your knowledge of these topics,happy,9VZ4cpoTFbo_60.6930_66.7720.wav
1.3333334,0.0,0.0,0.0,0.0,0.33333334, this means taking select qualities of old tradition and incorporating new ideas,happy,9cSJglGi9Pg_71.8845_77.6410.wav
0.33333334,0.0,0.0,0.0,0.0,0.33333334, likewise what happens if the original tradition was broken in the first place,low-intensity-happy-fear,9cSJglGi9Pg_101.6200_106.9010.wav
1.3333334,0.0,0.0,0.0,0.0,0.0, so let me know what you think about the story in the comments below,happy,9cSJglGi9Pg_124.9270_129.4380.wav
1.6666666,0.0,0.0,0.0,0.0,0.0, in the end mrs hutchinson gets the black spot and is stone to their as per tradition of the lottery,happy,9cSJglGi9Pg_35.0030_41.5385.wav
1.3333334,0.0,0.0,0.6666667,0.0,0.0, even a local farmer asked the boy why he's fishing there since nothing comes out of the pool,happy-surprise,9cxlcpbmrH0_16.0955_21.1445.wav
0.6666667,0.33333334,0.0,0.33333334,0.0,0.0, throughout the story the boy users might quite a bit when describing the different types of fish that could be connected to make it like it's pool,happy,9cxlcpbmrH0_53.8950_62.3105.wav
0.33333334,0.6666667,0.0,0.0,0.0,0.0, several other cities across the world have already adopted this free transit please own initiative,sad,9pdyTplXwM4_28.7070_33.9205.wav
0.0,0.0,0.0,0.0,0.0,0.0, takeoff so being able to see the right locations becomes very important,none,A2E78CGi5TU_33.3850_37.5025.wav
1.3333334,0.0,0.0,0.0,0.0,0.0, know what happens is throughout time we get dysfunction in an area,happy,A8c7q_P4jQg_20.4750_24.8770.wav
0.6666667,0.0,0.0,0.0,0.0,0.0, it could also be asked like what's your major,happy,Az3e1Opu0LE_46.8450_50.3430.wav
0.0,0.0,0.0,0.0,0.0,0.0, the gentleman named bryan stevenson who has founded equal justice initiative and top piece of advice that i've heard him give which i really embraces to get proximate to a problem,none,B1B71X_SmwY_133.7885_143.1425.wav
0.6666667,0.0,0.0,0.0,0.0,0.0, but then the capital can be recycled and so hopefully they will not always need another grant another grant to keep on doing the good work that they do,happy,B1B71X_SmwY_53.3215_61.5425.wav
0.33333334,0.33333334,0.0,0.0,0.0,0.0, if i was trying to inspire future entrepreneurs out there i will tell them to do it now and not wait until the situations perfect,low-intensity-happy-sad,BBoe8-HWPSw_0.0000_7.3360.wav
0.0,0.0,0.0,0.0,0.0,0.0, at buying these goods from countries like china cheaper than it should have been,none,BLFUj7_uy_0_95.5840_100.7340.wav
2.0,0.0,0.0,0.0,0.0,0.0, it's a code of ethics speaks to both the consumer end the seller,happy,BMhG11CXgww_38.4800_41.6030.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, the so many factors to consider when you're an independent contractor that you need the services of an attorney to make sure that you're protected,low-intensity-happy,BRdw-_dbJXc_57.3220_65.9240.wav
0.0,0.0,0.0,0.0,0.0,0.0, there are certain things that you need to consider when you're an independent contractor,none,BRdw-_dbJXc_38.3240_43.1160.wav
0.33333334,0.33333334,0.0,0.0,0.0,0.0, a best then understanding music notation makes you a more rounded musician,low-intensity-happy-sad,BRzjQHYWbSs_86.6805_91.3895.wav
0.0,0.0,0.0,0.0,0.0,0.0, if you're you're not going to be afraid of getting lost or what if i forget what i'm going to say,none,BZOB3r5AoKE_58.5195_64.1567.wav
0.33333334,0.33333334,0.0,0.0,0.0,0.0, it's always discuss the benefits of working with you so that you can build a firm foundation for your business,low-intensity-happy-sad,BdqoZ5qpz0E_132.3210_139.9260.wav
0.0,0.6666667,0.0,0.0,0.0,0.0, i learned this the hard way when we worked on pedicle plates and screws cases,sad,BdqoZ5qpz0E_68.0130_73.3905.wav
0.33333334,0.6666667,0.0,0.0,0.0,0.0, i just looked awful without my hair so i decided it was time to fix this,sad,Bg-PA5KTjNs_24.8860_29.7295.wav
0.6666667,0.0,0.0,0.0,0.0,0.0, now was surfing online and i noticed a website they talked about a product named hair again,happy,Bg-PA5KTjNs_29.7295_34.4395.wav
0.0,0.0,0.0,0.0,0.0,0.0, now in such circumstances we put safety first we don't take any risks,none,BmDybDBTe7o_18.0265_21.9975.wav
2.0,0.0,0.0,0.0,0.0,0.0, i think the first thing crossing everyone's mind is that there's almost a sigh of relief due to the certainty now,happy,BseI8-TYWm8_27.2690_33.1080.wav
0.0,0.0,0.0,0.0,0.33333334,0.33333334, we'll be looking at how it's affected notions of human rights and how it's relevant today in the digital age,low-intensity-fear-disgust,C03473pYcRM_145.5310_153.1460.wav
1.6666666,0.0,0.0,0.0,0.0,0.0, we've has lots of interesting discussions this week and again it's been great to see so many of you taking part,happy,C03473pYcRM_10.0190_16.6095.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, many of these sales tax changes are subtle and may pose little risk to your business,low-intensity-happy,C3lDRFu1ZcI_39.8020_45.2545.wav
2.0,0.0,0.0,0.0,0.0,0.0, when we dig deeper into language it enriches our entire experience of life,happy,CLkTjujFVKU_12.5740_17.3840.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, in addition review the material on neurons near old transmission neurotransmitters,low-intensity-happy,CZVmxwrWv34_25.0840_31.4010.wav
1.0,0.0,0.0,0.0,0.0,0.0, this is really helpful because people shouldn't be held back from improving themselves just because they don't have good computer skills,happy,CZigX1ntOsI_103.1785_110.6460.wav
0.6666667,0.0,0.0,0.0,0.0,0.0, it's like diabetes hypertension and things like that,happy,Cb8ay6WtJuM_42.2853_45.5490.wav
0.0,0.0,0.0,0.0,0.0,0.0, i think about how you would activate or perhaps neutralize these various forms of power,none,Cd0JH1AreDw_17.9420_22.9510.wav
0.0,0.0,0.0,0.0,0.0,0.0, i do apologize for that i could probably handle that better,none,CdB8QBhFccs_0.0000_2.5565.wav
0.0,0.0,0.0,0.0,0.0,0.0, anyways then they come back and what are they tell me,none,CdB8QBhFccs_2.5565_5.7045.wav
0.0,0.6666667,1.0,0.0,1.0,0.0, well after my calculations that's what you did so you can nope all you want,sad-anger-disgust,CdB8QBhFccs_5.7045_10.5930.wav
0.0,0.33333334,0.0,0.33333334,0.33333334,0.33333334, the none of them had the full picture of what was happening across the market,low-intensity-sad-fear-disgust-surprise,Ceu9AkIjuLY_66.2220_70.9860.wav
0.6666667,0.0,0.0,0.0,0.0,0.0, he was a great man or at least a great working but it was his,happy,Cj7R36s4dbM_351.9273_354.7920.wav
0.0,0.0,0.0,0.0,0.0,0.0, i am going to talk about how to write a good article summary,none,D02PT0bl88A_3.9220_7.2770.wav
2.0,0.0,0.0,0.0,0.0,0.0, finally the normal christian life conferences,happy,DGeBPk1op3E_15.3070_18.0810.wav
1.6666666,0.0,0.0,0.0,0.0,0.0, he we have one in brisbane on january nineteenth to the twenty first we have todd white speaking catherine rule nala job sure and myself,happy,DGeBPk1op3E_18.0810_26.8220.wav
2.0,0.0,0.0,0.0,0.0,0.0, dot com and today i'm bringing you a quick review of military millionaire so,happy,DNzA2UIkRZk_2.3060_6.4990.wav
0.0,0.6666667,0.6666667,0.0,0.33333334,0.0, when we originally bought the home we had to put down a down payment,sad-anger,DR9Hhpy8aA8_13.4010_17.3140.wav
1.0,0.0,0.0,0.0,0.0,0.0, it's a very very powerful thing,happy,DXQGngge7vU_0.0000_1.8785.wav
1.3333334,0.0,0.0,0.0,0.0,0.0, wait i can answer your legal questions,happy,DXQGngge7vU_49.7080_52.2150.wav
0.0,1.0,0.0,0.0,0.0,0.0, like many of you it takes a long time to regain my respect and trust once it is lost,sad,DZIFCYOhosQ_90.8260_96.6740.wav
0.33333334,1.0,0.0,0.0,0.0,0.0, and together basically just joy destroyers,sad,DbAppk7xT0Y_3.0455_9.2165.wav
0.0,0.0,0.33333334,0.0,0.0,0.0, yeah they want to just take any kind of joy that they can and,low-intensity-anger,DbAppk7xT0Y_9.2165_12.8640.wav
1.0,1.0,0.0,0.0,0.0,0.0, they love to do that,happy-sad,DbAppk7xT0Y_40.4990_42.1265.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, and so you know this is the only reason i can even think,low-intensity-happy,DbAppk7xT0Y_42.1265_45.0600.wav
0.6666667,0.0,0.0,0.0,0.0,0.0, title but we must not underestimate the importance of practice exams,happy,DgO5O-oDeX8_110.8890_116.6290.wav
0.33333334,0.33333334,0.33333334,0.0,0.33333334,0.0, wait sometimes your other student loans may be on variable interest rate and,low-intensity-happy-sad-anger-disgust,Dnhxm6sHQpc_84.6690_89.4700.wav
0.0,0.6666667,0.0,0.0,0.0,0.0, as they might not even be really purchasing those dresses they're using those dresses,sad,Drhrzj1yhVs_64.4950_69.8685.wav
1.0,0.0,0.0,0.0,0.0,0.0, we have lots of traditions of that we're very proud of,happy,DtwbwyfajnI_0.0000_3.8950.wav
2.3333333,0.0,0.0,0.0,0.0,0.0, what's a party people it's crystal rose the community director of the counterparty found the,happy,E0g6nae4Ae4_1.6200_5.5073.wav
0.33333334,0.0,0.0,0.0,0.0,0.0, i issue karma for people who contribute content in this content is itself a fractional,low-intensity-happy,E0g6nae4Ae4_126.8515_131.7205.wav
1.0,0.0,0.0,0.0,0.0,0.0, it's kind of assets or digital assets they don't,happy,E0g6nae4Ae4_25.8960_28.5300.wav
0.0,0.0,0.0,0.0,0.0,0.0, mag first discovered the want scipio vein in two thousand and three,none,EGA6iulTr00_60.1558_63.7975.wav
2.0,0.0,0.0,0.0,0.0,0.0, so that's why i'm excited to announce that i'm launching a new channel called lessons from the screenplay,happy,EO_SN04Xef0_17.6120_23.7735.wav
0.0,0.0,0.0,0.0,0.0,0.0, history is an impertinence and an injury or,none,EOkdFMw0pmk_314.3700_317.7884.wav
0.0,0.0,0.0,0.0,0.0,0.0, in obedience to nature itself by,none,EOkdFMw0pmk_358.9199_362.5129.wav
0.6666667,0.0,0.0,0.0,0.0,0.0, now one thing you can have a house parties is all the various buttons and swag as it's called the thing is the giveaway,happy,ERnYvxojeu0_104.6630_111.4400.wav
1.0,0.0,0.0,0.0,0.0,0.0, now that those plans are approved the from will be free to operate without a local partner for the,happy,E_oqbJatW3E_32.3180_37.8980.wav
0.33333334,0.0,0.6666667,0.0,0.6666667,0.0, he spm campaign that they had with the guy who was like the oxiclean who just recently fast,anger-disgust,EiG3r8hAVeY_58.7480_64.9460.wav
